,Name,Brand,Colour,url,clean_text,tokenized,stopwords_removed,combined_postag_wnet,lemmatize_word_w_pos,lemmatize_text
931,ASOS Dark Future Active relaxed training t-shirt in tie dye,ASOS Dark Future Active,Taupe,images.asos-media.com/products/asos-dark-future-active-relaxed-training-t-shirt-in-tie-dye/203088151-1-taupe,asos dark future active relaxed training tshirt in tie dye,"['asos', 'dark', 'future', 'active', 'relaxed', 'training', 'tshirt', 'in', 'tie', 'dye']","['asos', 'dark', 'future', 'active', 'relaxed', 'training', 'tshirt', 'tie', 'dye']","[('asos', 'n'), ('dark', 'a'), ('future', 'n'), ('active', 'a'), ('relaxed', 'n'), ('training', 'n'), ('tshirt', 'n'), ('tie', 'n'), ('dye', 'n')]","['asos', 'dark', 'future', 'active', 'relaxed', 'training', 'tshirt', 'tie', 'dye']",asos dark future active relaxed training tshirt tie dye
932,adidas Training Icons shoulder stripes t-shirt in white,adidas performance,WHITE,images.asos-media.com/products/adidas-training-icons-shoulder-stripes-t-shirt-in-white/200917703-1-white,adidas training icons shoulder stripes tshirt in white,"['adidas', 'training', 'icons', 'shoulder', 'stripes', 'tshirt', 'in', 'white']","['adidas', 'training', 'icons', 'shoulder', 'stripes', 'tshirt', 'white']","[('adidas', 'n'), ('training', 'n'), ('icons', 'n'), ('shoulder', 'n'), ('stripes', 'n'), ('tshirt', 'n'), ('white', 'a')]","['adidas', 'training', 'icon', 'shoulder', 'stripe', 'tshirt', 'white']",adidas training icon shoulder stripe tshirt white
933,Fred Perry laurel wreath box print t-shirt in navy,Fred Perry,NAVY,images.asos-media.com/products/fred-perry-laurel-wreath-box-print-t-shirt-in-navy/203434517-1-navy,fred perry laurel wreath box print tshirt in navy,"['fred', 'perry', 'laurel', 'wreath', 'box', 'print', 'tshirt', 'in', 'navy']","['fred', 'perry', 'laurel', 'wreath', 'box', 'print', 'tshirt', 'navy']","[('fred', 'n'), ('perry', 'n'), ('laurel', 'n'), ('wreath', 'n'), ('box', 'n'), ('print', 'n'), ('tshirt', 'n'), ('navy', 'n')]","['fred', 'perry', 'laurel', 'wreath', 'box', 'print', 'tshirt', 'navy']",fred perry laurel wreath box print tshirt navy
934,ASOS DESIGN slim double breasted suit jacket in grey,ASOS DESIGN,GREY,images.asos-media.com/products/asos-design-slim-double-breasted-suit-jacket-in-grey/201939639-1-grey,asos design slim double breasted suit jacket in grey,"['asos', 'design', 'slim', 'double', 'breasted', 'suit', 'jacket', 'in', 'grey']","['asos', 'design', 'slim', 'double', 'breasted', 'suit', 'jacket', 'grey']","[('asos', 'n'), ('design', 'n'), ('slim', 'a'), ('double', 'n'), ('breasted', 'n'), ('suit', 'n'), ('jacket', 'n'), ('grey', 'n')]","['asos', 'design', 'slim', 'double', 'breasted', 'suit', 'jacket', 'grey']",asos design slim double breasted suit jacket grey
935,ASOS DESIGN skinny stretch cord trousers in khaki,ASOS DESIGN,Four Leaf Clover,images.asos-media.com/products/asos-design-skinny-stretch-cord-trousers-in-khaki/202776326-1-fourleafclover,asos design skinny stretch cord trousers in khaki,"['asos', 'design', 'skinny', 'stretch', 'cord', 'trousers', 'in', 'khaki']","['asos', 'design', 'skinny', 'stretch', 'cord', 'trousers', 'khaki']","[('asos', 'n'), ('design', 'n'), ('skinny', 'n'), ('stretch', 'v'), ('cord', 'n'), ('trousers', 'n'), ('khaki', 'n')]","['asos', 'design', 'skinny', 'stretch', 'cord', 'trouser', 'khaki']",asos design skinny stretch cord trouser khaki
936,Nike 'Have a Nike Day' sweat-shirt in red tie-dye,Nike,Red,images.asos-media.com/products/nike-have-a-nike-day-sweat-shirt-in-red-tie-dye/201485055-1-red,nike have a nike day sweatshirt in red tiedye,"['nike', 'have', 'a', 'nike', 'day', 'sweatshirt', 'in', 'red', 'tiedye']","['nike', 'nike', 'day', 'sweatshirt', 'red', 'tiedye']","[('nike', 'n'), ('nike', 'n'), ('day', 'n'), ('sweatshirt', 'n'), ('red', 'a'), ('tiedye', 'n')]","['nike', 'nike', 'day', 'sweatshirt', 'red', 'tiedye']",nike nike day sweatshirt red tiedye
937,River Island oversized checkboard denim jacket in blue,River Island,DENIM - MEDIUM,images.asos-media.com/products/river-island-oversized-checkboard-denim-jacket-in-blue/203160515-1-denimmedium,river island oversized checkboard denim jacket in blue,"['river', 'island', 'oversized', 'checkboard', 'denim', 'jacket', 'in', 'blue']","['river', 'island', 'oversized', 'checkboard', 'denim', 'jacket', 'blue']","[('river', 'n'), ('island', 'n'), ('oversized', 'n'), ('checkboard', 'n'), ('denim', 'n'), ('jacket', 'n'), ('blue', 'a')]","['river', 'island', 'oversized', 'checkboard', 'denim', 'jacket', 'blue']",river island oversized checkboard denim jacket blue
938,ASOS DESIGN short dungaree with Mr Men print,ASOS DESIGN,MULTI,images.asos-media.com/products/asos-design-short-dungaree-with-mr-men-print/203053405-1-multi,asos design short dungaree with mr men print,"['asos', 'design', 'short', 'dungaree', 'with', 'mr', 'men', 'print']","['asos', 'design', 'short', 'dungaree', 'mr', 'men', 'print']","[('asos', 'n'), ('design', 'n'), ('short', 'a'), ('dungaree', 'n'), ('mr', 'n'), ('men', 'n'), ('print', 'n')]","['asos', 'design', 'short', 'dungaree', 'mr', 'men', 'print']",asos design short dungaree mr men print
939,ASOS DESIGN ultra wide leather look trousers in black - BLACK,ASOS DESIGN,Black,images.asos-media.com/products/asos-design-ultra-wide-leather-look-trousers-in-black-black/203271366-1-black,asos design ultra wide leather look trousers in black  black,"['asos', 'design', 'ultra', 'wide', 'leather', 'look', 'trousers', 'in', 'black', 'black']","['asos', 'design', 'ultra', 'wide', 'leather', 'look', 'trousers', 'black', 'black']","[('asos', 'n'), ('design', 'n'), ('ultra', 'n'), ('wide', 'a'), ('leather', 'n'), ('look', 'n'), ('trousers', 'n'), ('black', 'a'), ('black', 'a')]","['asos', 'design', 'ultra', 'wide', 'leather', 'look', 'trouser', 'black', 'black']",asos design ultra wide leather look trouser black black
940,Faded Future statement crystal band ring  in silver,FADED FUTURE,SILVER,images.asos-media.com/products/faded-future-statement-crystal-band-ring-in-silver/203626563-1-silver,faded future statement crystal band ring  in silver,"['faded', 'future', 'statement', 'crystal', 'band', 'ring', 'in', 'silver']","['faded', 'future', 'statement', 'crystal', 'band', 'ring', 'silver']","[('faded', 'n'), ('future', 'a'), ('statement', 'n'), ('crystal', 'n'), ('band', 'n'), ('ring', 'n'), ('silver', 'n')]","['faded', 'future', 'statement', 'crystal', 'band', 'ring', 'silver']",faded future statement crystal band ring silver
941,Nike Football Academy Dri-FIT joggers in light blue,Nike Football,Blue,images.asos-media.com/products/nike-football-academy-dri-fit-joggers-in-light-blue/202352450-1-blue,nike football academy drifit joggers in light blue,"['nike', 'football', 'academy', 'drifit', 'joggers', 'in', 'light', 'blue']","['nike', 'football', 'academy', 'drifit', 'joggers', 'light', 'blue']","[('nike', 'n'), ('football', 'n'), ('academy', 'n'), ('drifit', 'n'), ('joggers', 'n'), ('light', 'a'), ('blue', 'a')]","['nike', 'football', 'academy', 'drifit', 'jogger', 'light', 'blue']",nike football academy drifit jogger light blue
942,ASOS DESIGN oversized t-shirt with crew neck in washed orange,ASOS DESIGN,CANYON SUNSET,images.asos-media.com/products/asos-design-oversized-t-shirt-with-crew-neck-in-washed-orange/202753532-1-canyonsunset,asos design oversized tshirt with crew neck in washed orange,"['asos', 'design', 'oversized', 'tshirt', 'with', 'crew', 'neck', 'in', 'washed', 'orange']","['asos', 'design', 'oversized', 'tshirt', 'crew', 'neck', 'washed', 'orange']","[('asos', 'n'), ('design', 'n'), ('oversized', 'n'), ('tshirt', 'n'), ('crew', 'n'), ('neck', 'n'), ('washed', 'v'), ('orange', 'a')]","['asos', 'design', 'oversized', 'tshirt', 'crew', 'neck', 'wash', 'orange']",asos design oversized tshirt crew neck wash orange
943,ASOS DESIGN vest with extreme racer back in beige,ASOS DESIGN,SHIFTING SAND,images.asos-media.com/products/asos-design-vest-with-extreme-racer-back-in-beige/201498805-1-shiftingsand,asos design vest with extreme racer back in beige,"['asos', 'design', 'vest', 'with', 'extreme', 'racer', 'back', 'in', 'beige']","['asos', 'design', 'vest', 'extreme', 'racer', 'back', 'beige']","[('asos', 'n'), ('design', 'n'), ('vest', 'n'), ('extreme', 'n'), ('racer', 'n'), ('back', 'r'), ('beige', 'n')]","['asos', 'design', 'vest', 'extreme', 'racer', 'back', 'beige']",asos design vest extreme racer back beige
944,Only & Sons co-ord shorts with Pepsi print in blue,Only & Sons,Skydiver,images.asos-media.com/products/only-sons-co-ord-shorts-with-pepsi-print-in-blue/202619778-1-skydiver,only  sons coord shorts with pepsi print in blue,"['only', 'sons', 'coord', 'shorts', 'with', 'pepsi', 'print', 'in', 'blue']","['sons', 'coord', 'shorts', 'pepsi', 'print', 'blue']","[('sons', 'n'), ('coord', 'n'), ('shorts', 'n'), ('pepsi', 'n'), ('print', 'n'), ('blue', 'a')]","['son', 'coord', 'short', 'pepsi', 'print', 'blue']",son coord short pepsi print blue
945,ASOS DESIGN regular satin shirt in dusty blue,ASOS DESIGN,BLUE,images.asos-media.com/products/asos-design-regular-satin-shirt-in-dusty-blue/201842205-1-blue,asos design regular satin shirt in dusty blue,"['asos', 'design', 'regular', 'satin', 'shirt', 'in', 'dusty', 'blue']","['asos', 'design', 'regular', 'satin', 'shirt', 'dusty', 'blue']","[('asos', 'n'), ('design', 'n'), ('regular', 'a'), ('satin', 'n'), ('shirt', 'n'), ('dusty', 'n'), ('blue', 'a')]","['asos', 'design', 'regular', 'satin', 'shirt', 'dusty', 'blue']",asos design regular satin shirt dusty blue
946,New Era LA Dodgers essential hoodie in black,New Era,BLACK,images.asos-media.com/products/new-era-la-dodgers-essential-hoodie-in-black/203608475-1-black,new era la dodgers essential hoodie in black,"['new', 'era', 'la', 'dodgers', 'essential', 'hoodie', 'in', 'black']","['new', 'era', 'la', 'dodgers', 'essential', 'hoodie', 'black']","[('new', 'a'), ('era', 'n'), ('la', 'n'), ('dodgers', 'n'), ('essential', 'a'), ('hoodie', 'n'), ('black', 'a')]","['new', 'era', 'la', 'dodger', 'essential', 'hoodie', 'black']",new era la dodger essential hoodie black
947,Fred Perry back print polo shirt exclusive to ASOS in black,Fred Perry,BLACK,images.asos-media.com/products/fred-perry-back-print-polo-shirt-exclusive-to-asos-in-black/203148362-1-black,fred perry back print polo shirt exclusive to asos in black,"['fred', 'perry', 'back', 'print', 'polo', 'shirt', 'exclusive', 'to', 'asos', 'in', 'black']","['fred', 'perry', 'back', 'print', 'polo', 'shirt', 'exclusive', 'asos', 'black']","[('fred', 'n'), ('perry', 'n'), ('back', 'r'), ('print', 'n'), ('polo', 'n'), ('shirt', 'n'), ('exclusive', 'a'), ('asos', 'n'), ('black', 'a')]","['fred', 'perry', 'back', 'print', 'polo', 'shirt', 'exclusive', 'asos', 'black']",fred perry back print polo shirt exclusive asos black
948,ASOS DESIGN thong with cut out in black,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-thong-with-cut-out-in-black/201825617-1-black,asos design thong with cut out in black,"['asos', 'design', 'thong', 'with', 'cut', 'out', 'in', 'black']","['asos', 'design', 'thong', 'cut', 'black']","[('asos', 'n'), ('design', 'n'), ('thong', 'n'), ('cut', 'v'), ('black', 'a')]","['asos', 'design', 'thong', 'cut', 'black']",asos design thong cut black
949,Vans Small Logo fleece sweatshirt in black,Vans,BLACK,images.asos-media.com/products/vans-small-logo-fleece-sweatshirt-in-black/201110161-1-black,vans small logo fleece sweatshirt in black,"['vans', 'small', 'logo', 'fleece', 'sweatshirt', 'in', 'black']","['vans', 'small', 'logo', 'fleece', 'sweatshirt', 'black']","[('vans', 'n'), ('small', 'a'), ('logo', 'n'), ('fleece', 'n'), ('sweatshirt', 'n'), ('black', 'a')]","['van', 'small', 'logo', 'fleece', 'sweatshirt', 'black']",van small logo fleece sweatshirt black
950,ASOS DESIGN relaxed revere shirt in black and white abstract print,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-relaxed-revere-shirt-in-black-and-white-abstract-print/202701009-1-black,asos design relaxed revere shirt in black and white abstract print,"['asos', 'design', 'relaxed', 'revere', 'shirt', 'in', 'black', 'and', 'white', 'abstract', 'print']","['asos', 'design', 'relaxed', 'revere', 'shirt', 'black', 'white', 'abstract', 'print']","[('asos', 'n'), ('design', 'n'), ('relaxed', 'n'), ('revere', 'n'), ('shirt', 'n'), ('black', 'a'), ('white', 'a'), ('abstract', 'n'), ('print', 'n')]","['asos', 'design', 'relaxed', 'revere', 'shirt', 'black', 'white', 'abstract', 'print']",asos design relaxed revere shirt black white abstract print
951,ASOS DESIGN water resistant rain jacket in grey,ASOS DESIGN,LIGHT GREY,images.asos-media.com/products/asos-design-water-resistant-rain-jacket-in-grey/202454425-1-lightgrey,asos design water resistant rain jacket in grey,"['asos', 'design', 'water', 'resistant', 'rain', 'jacket', 'in', 'grey']","['asos', 'design', 'water', 'resistant', 'rain', 'jacket', 'grey']","[('asos', 'n'), ('design', 'n'), ('water', 'n'), ('resistant', 'a'), ('rain', 'n'), ('jacket', 'n'), ('grey', 'n')]","['asos', 'design', 'water', 'resistant', 'rain', 'jacket', 'grey']",asos design water resistant rain jacket grey
952,Nike Trend oversized woven half zip overshirt in phantom white,Nike,Cream,images.asos-media.com/products/nike-trend-oversized-woven-half-zip-overshirt-in-phantom-white/201480470-1-cream,nike trend oversized woven half zip overshirt in phantom white,"['nike', 'trend', 'oversized', 'woven', 'half', 'zip', 'overshirt', 'in', 'phantom', 'white']","['nike', 'trend', 'oversized', 'woven', 'half', 'zip', 'overshirt', 'phantom', 'white']","[('nike', 'n'), ('trend', 'n'), ('oversized', 'n'), ('woven', 'n'), ('half', 'n'), ('zip', 'n'), ('overshirt', 'n'), ('phantom', 'n'), ('white', 'a')]","['nike', 'trend', 'oversized', 'woven', 'half', 'zip', 'overshirt', 'phantom', 'white']",nike trend oversized woven half zip overshirt phantom white
